Character,Line
Leslie Knope,"Stay frosty, Wyatt."
Leslie Knope,We're just getting started.
Leslie Knope,Why?
Leslie Knope,Mother
Leslie Knope,Hahaha!
Leslie Knope,The concrete that you're standing on was poured by a municipal construction crew.
Leslie Knope,Guess where the water comes from.
Leslie Knope,The Pawnee reservoir.
Leslie Knope,"You can't escape city hall, fool!"
Leslie Knope,Let's dance.
Leslie Knope,"Okay, this is insane."
Leslie Knope,"It is 40 degrees, and we are standing in freezing water."
Leslie Knope,Fine.
Leslie Knope,Why are you not supporting me on this?
Leslie Knope,I thought you agreed with me.
Leslie Knope,What?
Leslie Knope,That is totally crazy!
Leslie Knope,I am super chill all the time!
Leslie Knope,"Oh, that's nice."
Leslie Knope,You're right.
Leslie Knope,I should have considered your side.
Leslie Knope,"I love you, and you're also a very smart person."
Leslie Knope,I can't because my legs are numb.
Leslie Knope,Yeah.
Leslie Knope,"Nolan, I'm very sorry that I overreacted and overstepped my bounds."
Leslie Knope,"All right, everybody, it is now 5:00 P.M., which means the farmers market is closed."
Leslie Knope,Ugh!
Leslie Knope,"Yeah, it's like a tree barfed in my mouth."
Leslie Knope,"What do you mean, you can't?"
Leslie Knope,"Look I am throwing a farewell party for my best friend, Ann Perkins."
Leslie Knope,"And if she casually mentioned 3 years ago that she thought indoor fireworks would be cool then guess what, you're gonna give me indoor fireworks."
Leslie Knope,Tonight's biggest surprise is 5 years in the making.
Leslie Knope,It all goes back to when I first met my best friend.
Leslie Knope,I will help you.
Leslie Knope,It's more than a promise.
Leslie Knope,It's a pinky promise.
Leslie Knope,That promise launched a friendship so grand it takes 103 scrapbooks to capture it.
Leslie Knope,"I have secretly arranged to officially break ground on Pawnee commons at midnight, fulfilling my pinky promise that I made five years ago."
Leslie Knope,"Oh, ice cream sandwich taste test!"
Leslie Knope,That was our biggest fight.
Leslie Knope,Harold.
Leslie Knope,"Look, your office was giving me a hard time, so I had to call in a few favors."
Leslie Knope,Understood.
Leslie Knope,I will make a note of that.
Leslie Knope,Would you like a treat?
Leslie Knope,Right?
Leslie Knope,There's gonna be a lot of these at the party.
Leslie Knope,You should come by.
Leslie Knope,Hazelnut.
Leslie Knope,"Ooh, right?"
Leslie Knope,See you tonight.
Leslie Knope,"April, thank you."
Leslie Knope,"I know you may tease Ann, but deep down inside I can tell that you really care."
Leslie Knope,"Okay, don't mention anything about the groundbreaking to Ann."
Leslie Knope,Repeat that back to me.
Leslie Knope,Good.
Leslie Knope,Oh!
Leslie Knope,"Bon voyage, Ann."
Leslie Knope,That's sparkling cider.
Leslie Knope,"I don't know when we're gonna be able to visit each other, so just to be safe this party is a celebration of every event that's gonna happen this year."
Leslie Knope,"Your birthday, New Year's, Chinese New Year's, flag day."
Leslie Knope,Ain't no party like a Leslie Knope party 'cause a Leslie Knope party is actually 30 parties.
Leslie Knope,"Okay, party!"
Leslie Knope,Don't drink!
Leslie Knope,Have fun!
Leslie Knope,"Hey, Ron, have you seen April?"
Leslie Knope,Hey.
Leslie Knope,Are you on the lot?
Leslie Knope,Is everything okay?
Leslie Knope,That probably doesn't apply to us.
Leslie Knope,"Well, Leslie Knope is a very common name."
Leslie Knope,There's a professor in Copenhagen named Leslie Knope.
Leslie Knope,They probably mean him.
Leslie Knope,Do they mean the professor?
Leslie Knope,Holy mother of Malia!
Leslie Knope,And Sasha.
Leslie Knope,I love them both equally.
Leslie Knope,"Okay, it's that stupid Harold who's behind this."
Leslie Knope,Get here and we will make a plan.
Leslie Knope,"Until I say so, Orin!"
Leslie Knope,Stay in character.
Leslie Knope,"Harold, it is Leslie Knope again."
Leslie Knope,"I know you are screening my calls, but if you could call me bac;k-- And his voicemail is full."
Leslie Knope,Did you have any luck?
Leslie Knope,What is the point of being married to a city manager if he can't wield unfettered power to crush my enemies?
Leslie Knope,Yeah.
Leslie Knope,April?
Leslie Knope,Are you okay?
Leslie Knope,What's happening?
Leslie Knope,We were planning a surprise groundbreaking at Pawnee commons for you.
Leslie Knope,"You know, an actual beginning to the project that brought us together."
Leslie Knope,But now we can't do it because Harold is such a jerk face.
Leslie Knope,He put a barbed wire fence around the lot and now it's not happening.
Leslie Knope,"I'm sorry, Ann."
Leslie Knope,"Oh, my God!"
Leslie Knope,Ann Perkins to the rescue.
Leslie Knope,"Okay, hands in, everybody."
Leslie Knope,"One, two, three."
Leslie Knope,Groundbreaking!
Leslie Knope,"Okay, I didn't plan what we were all gonna say."
Leslie Knope,That's my bad.
Leslie Knope,"Here we go, Ann."
Leslie Knope,Let's go.
Leslie Knope,"Okay, knock or ring the bell?"
Leslie Knope,Love it!
Leslie Knope,Harold.
Leslie Knope,We need the key to the fence that you put up on the Sullivan Street lot.
Leslie Knope,Sorry?
Leslie Knope,Easy.
Leslie Knope,It is not easy.
Leslie Knope,Kathryn Pinewood is the person on earth who hates me the most.
Leslie Knope,"No, it's perfect."
Leslie Knope,I love you.
Leslie Knope,Don't leave.
Leslie Knope,Come on.
Leslie Knope,"Oh, Kathryn, always a delight."
Leslie Knope,How dare you--
Leslie Knope,"Damn, Perkins."
Leslie Knope,I don't think this new sports drink is even about basketball.
Leslie Knope,"We know that you were already approached by Sweetums and you said ""No,"" but is there any way you would reconsider?"
Leslie Knope,For old time's sake?
Leslie Knope,Does that mean-- no!
Leslie Knope,"Ann, you tricky minx."
Leslie Knope,What?
Leslie Knope,Wow.
Leslie Knope,It was absolutely the right call.
Leslie Knope,No.
Leslie Knope,"Okay, so we got Perd Hapley to sign on with Sweetums, which means that you get your sodas back, which means that we get our key."
Leslie Knope,Okay?
Leslie Knope,Everything's here in writing.
Leslie Knope,Now call off your guards.
Leslie Knope,"Harold, your tiny brain could not understand this, but that is the best compliment you could ever give the two women standing in front of you."
Leslie Knope,Victory at last.
Leslie Knope,Whoo!
Leslie Knope,All right.
Leslie Knope,"Okay, I am gonna call the official ceremonial ribbon cutting guy, 'cause I think we may have missed him."
Leslie Knope,It's for the raccoons.
Leslie Knope,You have to hiss really loud and stomp your feet so they'll leave you alone.
Leslie Knope,"And if one comes close, make yourself really large like a puffer fish."
Leslie Knope,Did I miss a nice moment?
Leslie Knope,"Oh, good."
Leslie Knope,Can I still call you when I have thoughts on Jennifer Aniston's future?
Leslie Knope,And can we still be on the phone for every state of the Union address and every Oscar red carpet coverage and every single viewing of Tootsie?
Leslie Knope,"Oh, Ann Perkins."
Leslie Knope,You perfect sunflower.
Leslie Knope,"You totally changed me, you know? You taught me how to balance my life, how to be patient."
Leslie Knope,How to be more patient.
Leslie Knope,How to throw bureaucratic caution to the wind when it came to Ben.
Leslie Knope,"But most importantly, you taught me that I can't pull off a tulip skirt."
Leslie Knope,"Well, I don't think this ceremonial ribbon cutting guy is gonna make it."
Leslie Knope,Either he flaked or he tripped and impaled himself on his own giant scissors.
Leslie Knope,"One, two, three!"
Leslie Knope,"Don't even joke about that, Ann."
Leslie Knope,Chris Traeger.
Leslie Knope,"Sure, and I just want you to know that I thought there was no man on earth good enough for Ann Perkins."
Leslie Knope,And I still think that.
Leslie Knope,"But if there is no one actually good enough for her, you are pretty damn close."
Leslie Knope,"Okay, well, this is normal."
Leslie Knope,No big deal.
Leslie Knope,Drive safe.
Leslie Knope,I packed you some sandwiches and some caffeine free iced tea.
Leslie Knope,"So-- oh, and there's a mix CD that I made already loaded in your car."
Leslie Knope,"There's a lot of Sarah McLanahan, so, Chris, I apologize."
Leslie Knope,Things are gonna get emotional.
Leslie Knope,I love you too.
Leslie Knope,"Oh, I don't know."
Leslie Knope,That's fair.
Leslie Knope,Someone else is gonna have to drive though.
Leslie Knope,My eyes are basically useless right now.
Leslie Knope,Raise you hand if you want waffles.
Leslie Knope,"""Leslie Knope and Ben Wyatt were married one year ago this week at the Pawnee city hall."""
Leslie Knope,"""The bride wore a gown made by her friend Ann Perkins."""
Leslie Knope,"""And the groom wore a butt so perfect it could make an angel hang itself."""
Leslie Knope,"You wrote this, didn't you?"
Leslie Knope,I did.
Leslie Knope,They cut it way down.
Leslie Knope,At lease 100 kisses.
Leslie Knope,Dinner at 7:00.
Leslie Knope,And no gifts.
Leslie Knope,No gifts.
Leslie Knope,No gifts.
Leslie Knope,"Oh, I'm getting him a gift."
Leslie Knope,I always say that I'm not gonna get him a gift.
Leslie Knope,And Ben always believes me.
Leslie Knope,"And then, bam, I surprise him with the best gift of all time."
Leslie Knope,"He makes the cutest, dopiest face when he's surprised."
Leslie Knope,It's like Whaaaat?
Leslie Knope,"Well, I just want to say thank you so much for having me."
Leslie Knope,It's a thrill to be here.
Leslie Knope,"As a listener, I think the merging of your two shows has really created such a big, quiet, arcane ball of fun."
Leslie Knope,It's been a couple of months since Pawnee and Eagleton officially merged.
Leslie Knope,Things are going... okay.
Leslie Knope,There's still a little animosity between the two towns.
Leslie Knope,I haven't seen Pawneeans this mad since Frankie's discontinued their pizza stuffed crust pizza.
Leslie Knope,It was a pizza whose crust was stuffed with little pizzas.
Leslie Knope,And the crust of those little pizzas was made of chocolate.
Leslie Knope,"Yes, there were some bumps and bruises."
Leslie Knope,And a brief rash of arson.
Leslie Knope,And a rather large-scale brawl at the dump.
Leslie Knope,"But overall, the state of the merger is very strong."
Leslie Knope,"Did you just say the word ""scoff""?"
Leslie Knope,Guys... Hello.
Leslie Knope,"Hello, caller."
Leslie Knope,You have a comment?
Leslie Knope,"Well, yes, there has been some confusion with some of the garbage routes."
Leslie Knope,And the Sanitation Department is stretched a little thin.
Leslie Knope,"Well, that's what the merger is."
Leslie Knope,"I don't know who this is, but I agree."
Leslie Knope,Hey.
Leslie Knope,"Tom, this merger needs a win-- something symbolic and bright and happy that will show that there's light at the end of the tunnel."
Leslie Knope,"God, I am so stressed."
Leslie Knope,"Now is not the time, Larry."
Leslie Knope,Please leave.
Leslie Knope,Larry!
Leslie Knope,What are you still doing here?
Leslie Knope,I just wish Pawnee and Eagleton were as happy as Ben and me.
Leslie Knope,What?
Leslie Knope,"Andy, this is a picture of us."
Leslie Knope,This is a picture of an elderly couple.
Leslie Knope,Rosie and Doug DeMarco.
Leslie Knope,They've been married for 50 years.
Leslie Knope,"""Rosie Hails from Pawnee, while Doug is originally from the former Eagleton."""
Leslie Knope,"Oh, my God, this is perfect."
Leslie Knope,A Pawnee Eagleton couple that has been married for 50 years is a perfect symbol of how our towns can get along.
Leslie Knope,And we are gonna hold them up as an example of Pawnee Eagleton unity.
Leslie Knope,Whoo!
Leslie Knope,I'm getting the epiphany sweats.
Leslie Knope,"Okay, look, obviously, we don't really know these people, so let's keep things fun and positive and celebratory, and mergery."
Leslie Knope,"Hello, Mrs. DeMarco, I am Leslie Knope, and we saw your announcement in the newspaper and we would love to treat you and your husband to a very special day."
Leslie Knope,"Oh, no, you didn't win any money, you won something better than money."
Leslie Knope,A golden anniversary celebration.
Leslie Knope,"No, and I'm now just realizing how misleading this giant check is."
Leslie Knope,"Yes, you did, Tom."
Leslie Knope,Thank you.
Leslie Knope,Now is not the time.
Leslie Knope,We-- Hey!
Leslie Knope,Hey!
Leslie Knope,We'll give you some money.
Leslie Knope,Okay?
Leslie Knope,"Here, here's some money."
Leslie Knope,Everybody give 'em money.
Leslie Knope,Wow!
Leslie Knope,That's great!
Leslie Knope,Let's get started!
Leslie Knope,Hello?
Leslie Knope,"I'm sorry, babe."
Leslie Knope,I'm not even in my office.
Leslie Knope,I'm out saving the merger.
Leslie Knope,Can it wait?
Leslie Knope,"Okay, great."
Leslie Knope,I'll see you at dinner.
Leslie Knope,I love you.
Leslie Knope,"Okay, you two, head on up there."
Leslie Knope,We are gonna recreate your wedding photo from 50 years ago.
Leslie Knope,"Oh, boy."
Leslie Knope,I don't know.
Leslie Knope,I'm kind of worried about putting these two on live TV.
Leslie Knope,They're sort of grumpy.
Leslie Knope,"Well, let's just hope that deep down these two still love each other."
Leslie Knope,"Wow, isn't this exciting?"
